uniq_id,product_name,product_category_tree,retail_price,discounted_price,product_rating,brand,discount,shipping,date
02a53d335775b652f22f41b529b9d646,Suave Naturals Everlasting Sunshine Conditioner,"[""Beauty and Personal Care >> Hair Care >> Conditioners >> Suave Conditioners >> Suave Naturals Everlasting Sunshine Conditioner ...""]",2300.0,1126.0,1.0,Suave,51.04,0.0,2021-10-01
767c043079bde3f9d120cee1e3eea0a0,Subh-Akriti Assorted Artificial Plant,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Artificial Plants >> Subh-Akriti Artificial Plants >> Subh-Akriti Assorted Artificial Plant (66 cm, Gr...""]",1500.0,649.0,2.0,Subh-Akriti,56.73,0.0,2021-10-01
5a0df124e186253958b02b325b4f5e1b,"Sugandh Vatika 24 Natural Masala, Sandal Incense Sticks","[""Sugandh Vatika 24 Natural Masala, Sandal Incense...""]",550.0,525.0,1.0,Sugandh Vatika,4.55,0.0,2021-10-01
5dfb3a8c8414f8523c998f2782d92653,Sugandh Vatika Oudh Incense Sticks,"[""Home Decor & Festive Needs >> Candles & Fragrances >> Home Fragrances >> Incense Sticks & Holders >> Sugandh Vatika Incense Sticks & Holders >> Sugandh Vatika Oudh Incense Sticks (180 Sticks p...""]",850.0,825.0,2.0,Sugandh Vatika,2.94,0.0,2021-10-01
3b8c1905c2d5147b74ae33727e9489a3,Sujit Bajaj Signature Jewellery Crystal Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",500.0,400.0,1.0,Sujit Bajaj Signature Jewellery,20.0,0.0,2021-10-01
c0402533697edc6a96ba01ef85b238c9,Sukhson India Gold Plated Decorative Platter,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Decorative Platters >> Sukhson India Decorative Platters""]",425.0,399.0,1.0,Sukhson India,6.12,0.0,2021-10-01
1eb7b57c6178432774e3e114f49d3682,Sukhson India Signature Clear Glass,"[""Kitchen & Dining >> Bar & Glassware >> Bar Glasses >> Sukhson India Bar Glasses""]",329.0,290.0,1.0,Sukhson India,11.85,40.0,2021-10-01
0a614b5564608e46ad68d6dd82de7c79,Sukkhi Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1563.0,399.0,2.0,Sukkhi,74.47,0.0,2021-10-01
07da3550cfc4b548f731dfd499c5d9b5,Sukkhi Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1530.0,389.0,2.0,Sukkhi,74.58,0.0,2021-01-25
df0467c5c503d383acf3959ca9871a81,"Sukkhi Alloy Yellow Gold, Rhodium Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1630.0,449.0,3.0,Sukkhi,72.45,0.0,2021-10-01
55dbc2af16f53f05fe2cfaf19bfacadc,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-10-01
003fccc2bd5cfb835f14192710eb4990,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1763.0,449.0,2.0,Sukkhi,74.53,0.0,2021-01-25
38e1939b856c937659e56a8dab2cfa41,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1763.0,449.0,2.0,Sukkhi,74.53,0.0,2021-10-02
30917e2ad34705bd22681bef952bb8b5,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-02-25
040e0c66d7edd448363413b83ea87b3e,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-10-03
35ab910015145f3c7e3fdb94d8d44f68,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1763.0,449.0,2.0,Sukkhi,74.53,0.0,2021-03-25
5531a1f3b39a1086e41ce70935aa9aad,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-10-04
4deee8011a12f34dcfc16b6af3fff7cc,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-04-25
07ee2d4022151dd3d17b10434155e219,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-10-05
ccf6c13c195e180675a0ed424c0f2082,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1763.0,449.0,2.0,Sukkhi,74.53,0.0,2021-05-25
5cf93bc81ccf8dc63d0dfd781c2690e9,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797.0,449.0,2.0,Sukkhi,75.01,0.0,2021-10-06
1381d9474009d72ffe5038596fdc4db6,Sukkhi Copper Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1397.0,369.0,5.0,Sukkhi,73.59,40.0,2021-10-01
db2db784bd90cca9e5c9add0f61492ad,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1825.0,479.0,2.0,Sukkhi,73.75,0.0,2021-10-01
